name,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_score,label
Lempog durian,1.90 g,320.0,3.5,63.7,5.7,0.0,0.0,4.9,0.5,Sehat
Saladstop Go Geisha,5.80 g,259.2,13.6,31.2,9.6,15.9,0.0,5.8,4.5,Tidak Sehat
beng beng shake it,1 g,45.0,1.0,6.0,2.5,0.0,20.0,0.0,2.5,Kurang Sehat
F1 Shake Mix,9 g,100.0,9.0,13.0,1.0,0.0,180.0,0.0,1.5,Sehat
Tepung bumbu kobe kentucky super crispy,1 g,70.0,2.0,14.0,0.0,1.0,0.0,1.0,1.5,Sehat
Tepung bumbu kobe bakwan & perkedel,2 g,70.0,2.0,15.0,0.0,1.0,0.0,2.0,1.5,Sehat
Tepung bumbu kobe pisang goreng,2 g,70.0,1.0,16.0,0.0,2.0,0.0,2.0,1.5,Sehat
Tepung bumbu kobe bumbu kalasan,1 g,70.0,0.0,15.0,0.0,3.0,0.0,1.0,1.5,Sehat
Tepung bumbu kobe tempe goreng,1 g,70.0,2.0,14.0,0.0,1.0,0.0,1.0,1.5,Sehat
Haverjoy Havermix Instant Oats & Choco Chips,4 g,25.0,4.0,25.0,3.0,0.0,10.0,0.0,3.0,Kurang Sehat
Haverjoy Rolled Oats,4 g,140.0,4.0,24.0,3.5,0.0,0.0,0.0,0.5,Sehat
Susu kedelai V Soy,8 g,188.0,8.0,21.0,8.5,15.0,0.0,0.0,4.0,Kurang Sehat
Soyjoy,5 g,150.0,5.0,12.0,9.0,7.0,0.0,5.0,3.0,Kurang Sehat
Soylicious sweetened,7 g,70.0,7.0,6.0,3.5,0.0,0.0,0.0,-1.0,Sehat
Keripik singkong bumbu,2.30 g,481.0,2.2,73.6,19.7,0.0,0.0,1.6,2.0,Sehat
Serimping talas kebumen,2.30 g,478.0,2.5,69.2,21.2,0.0,0.0,1.7,2.0,Sehat
Cadbury Dairy Milk Oreo,2 g,100.0,2.0,17.0,11.0,13.0,60.0,0.0,6.5,Tidak Sehat
Top Avocado Coffee,1 g,90.0,1.0,15.0,3.0,10.0,25.0,0.0,5.0,Tidak Sehat
Daun gunda serang,Tidak Diketahui,1.1,62.0,4.2,9.2,0.9,0.0,0.0,3.0,Kurang Sehat
Anlene (cokelat),7 g,135.0,7.0,21.0,3.0,20.0,0.0,0.0,1.5,Sehat
Energen sereal cokelat,1 g,130.0,1.0,23.0,3.5,17.0,0.0,1.0,2.0,Sehat
Nutrive Benecol,0 g,60.0,1.0,9.0,2.0,4.0,0.0,0.0,2.5,Kurang Sehat
Sale kesemek,1.80 g,296.0,1.1,71.4,0.6,0.0,0.0,0.0,1.5,Sehat
buah pir / pear,83.96 g,57.0,0.36,15.23,0.14,0.0,1.0,3.1,-1.0,Sehat
Ikan salmon,1.33 g,179.0,19.93,0.0,10.43,0.0,47.0,0.0,4.0,Kurang Sehat
Indomie tengkleng,7 g,350.0,9.0,45.0,14.0,2.0,0.0,7.0,4.5,Tidak Sehat
V-soy Multigrain,1.20 g,138.0,5.4,15.2,6.0,14.0,106.0,1.2,4.0,Kurang Sehat
Jules drestrooper speculoos,3 g,545.0,3.0,53.0,35.0,41.0,600.0,0.0,8.0,Tidak Sehat
Balingo,Tidak Diketahui,0.3,15.0,0.4,3.0,0.2,0.0,2.0,-1.0,Sehat
Daun gunda bali,Tidak Diketahui,1.1,50.0,4.6,7.0,0.9,0.0,0.0,3.0,Kurang Sehat
Kacang ranti polong,0.30 g,37.0,3.1,7.9,0.2,0.0,0.0,2.5,-1.0,Sehat
Jambu biji putih tidak berbiji,0.60 g,61.0,0.9,15.4,0.3,0.0,20.0,4.5,1.5,Sehat
Bluberry,7.50 g,317.0,2.5,80.0,2.5,0.0,0.0,7.5,0.5,Sehat
Selai Smucker's Blueberry,0 g,50.0,0.0,13.0,0.0,12.0,0.0,0.0,2.5,Kurang Sehat
Gilus mix aroma vanila (isi 10 sachet),1 g,90.0,1.0,21.0,0.5,17.0,0.0,0.0,2.5,Kurang Sehat
Nagasari,2.09 g,154.0,2.09,30.25,2.87,0.0,91.0,0.0,3.0,Kurang Sehat
Petis ikan,3 g,165.0,20.0,20.8,0.2,0.0,0.0,0.0,0.0,Sehat
Saus Curry,1 g,70.0,1.0,7.0,4.5,5.0,0.0,1.0,1.5,Sehat
Bihunku white curry,2 g,220.0,2.0,38.0,6.0,4.0,0.0,0.0,4.0,Kurang Sehat
Steamed Beancurd Sheet Roll,6.20 g,150.0,6.2,3.0,12.0,0.0,250.0,0.0,3.0,Kurang Sehat
Froot Loops,3 g,120.0,2.0,26.0,0.5,11.0,0.0,3.0,2.0,Sehat
Mcfloat,1.04 g,107.0,1.04,1.36,11.03,0.0,25.0,0.0,4.0,Kurang Sehat
Daun mangkokan,Tidak Diketahui,2.2,57.0,3.7,11.8,0.3,0.0,0.0,0.5,Sehat
Kokosan,Tidak Diketahui,0.2,86.0,1.6,13.0,0.2,0.0,2.0,0.5,Sehat
Coolant minuman,0 g,100.0,0.0,25.0,0.0,23.0,0.0,0.0,3.0,Kurang Sehat
Etira singkong stik,3 g,170.0,1.0,40.0,1.0,0.0,0.0,3.0,0.5,Sehat
Kacang merah kering,2.90 g,314.0,22.1,56.2,1.1,0.0,11.0,4.0,3.0,Kurang Sehat
Sariroti roti sobek coklat,2 g,370.0,7.0,56.0,13.0,17.0,250.0,2.0,7.0,Tidak Sehat
Roti Mr.Bread sobek keju,5 g,200.0,5.0,33.0,6.0,0.0,250.0,0.0,3.0,Kurang Sehat
Roti Sobek Cokelat Keju Sari Roti,6 g,350.0,9.0,51.0,12.0,16.0,500.0,6.0,7.0,Tidak Sehat
YUPI BOLICIOUS VERY STRAWBERRY,1 g,50.0,1.0,12.0,0.0,0.0,5.0,0.0,0.0,Sehat
Yupi Fruit Bites,1 g,0.0,1.0,12.0,0.0,6.0,0.0,0.0,2.5,Kurang Sehat
chicken nugget,15.58 g,297.0,15.58,16.32,18.82,0.0,574.0,0.0,4.0,Kurang Sehat
belfoods chicken Nugget crunch,15 g,290.0,15.0,15.0,19.0,0.0,460.0,0.0,4.0,Kurang Sehat
Champ Combination Chicken Nugget,12 g,90.0,12.0,8.0,20.0,0.0,720.0,0.0,3.0,Kurang Sehat
Selada,Tidak Diketahui,0.9,18.0,1.2,2.9,0.2,0.0,19.0,-1.0,Sehat
Selada rebus,0.70 g,19.0,2.7,2.9,0.2,0.0,24.0,0.7,1.5,Sehat
Daun lobak,Tidak Diketahui,1.4,30.0,2.3,5.8,0.4,0.0,16.0,-1.0,Sehat
Swallow Globe Agar Agar Bubuk Vanilla,0 g,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Sehat
susu anlene gold plus Hi-Calsium,6 g,10.0,6.0,20.0,1.0,0.0,90.0,0.0,1.5,Sehat
A&W,0 g,170.0,0.0,43.0,0.0,43.0,0.0,0.0,4.0,Kurang Sehat
A&W burger mozza,2 g,550.0,25.0,43.0,33.0,12.0,0.0,2.0,4.5,Tidak Sehat
A&W Burger cheeseburger,1 g,398.0,15.0,39.0,21.0,9.0,0.0,1.0,4.5,Tidak Sehat
V-soy Soya bean Milk Low Sugar,2.70 g,56.0,2.7,5.2,2.7,2.2,0.0,0.0,2.5,Kurang Sehat
Prenagen Esensis,6 g,150.0,6.0,29.0,1.0,0.0,150.0,0.0,2.0,Sehat
Kacang tanah rebus dengan kulit,2.30 g,360.0,13.5,12.8,31.2,0.0,32.0,0.0,4.0,Kurang Sehat
